PB1201.3 - MANUTENÇÕES EVOLUTIVAS RELATÓRIOS FINANCEIROS GS3 |***| PB1201.1 - PROV.MANUTENÇÕES EVOLUTIVAS FINANCE |***| {,EVOLUTIVASFINANCE} |***| 2
NAO ENCONTROU MATCH |***| PB1226.5 - PEP PB1226 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1227.7 - PEP PB1227 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.1 - 0800001786-ELLO SERVICOS EM INF-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.2 - 0800001786-ELLO SERVICOS EM INF-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.3 - IMAC |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.4 - 0800001786-ELLO SERVICOS EM INF-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.5 - 0800001786-ELLO SERVICOS EM INF-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.6 - ALOCAÇÃO IMAC |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1228.7 - TRANSF. IMAC CAMPELLO FPT |***| [] |***| 0
PB1228.2 - FLEET DE PRODUÇÃO (ON-GOING) |***| PB1228.8 - PROV. CAMPELLO - FLEET PRODUÇÃO - JANEIR |***| {,FLEETPRODUÇÃO} |***| 2
NAO ENCONTROU MATCH |***| PB1228.9 - PEP PB1228 |***| [] |***| 0
PB1229.2 - [ZEBRA] MANUTENÇÃO DE HARDWARE MONTAGEM FINAL (GENERAL SOUTH) |***| PB1229.1 - PROV.MANUTENÇÃO SW MANUTENÇÃO HW FUNILAR |***| {,MANUTENÇÃO} |***| 1
PB1229.2 - [ZEBRA] MANUTENÇÃO DE HARDWARE MONTAGEM FINAL (GENERAL SOUTH) |***| PB1229.2 - PROV.MANUTENÇÃO SW MANUTENÇÃO HW FUNILAR |***| {,MANUTENÇÃO} |***| 1
PB1229.2 - [ZEBRA] MANUTENÇÃO DE HARDWARE MONTAGEM FINAL (GENERAL SOUTH) |***| PB1229.3 - MANUTENÇÃO SW MONTAGEM FINAL (GENERAL SO |***| {,MONTAGEMMANUTENÇÃO(GENERALFINAL} |***| 4
NAO ENCONTROU MATCH |***| PB1229.4 - PEP PB1229 |***| [] |***| 0
PB1230.1 - [ME] MANUTENÇÕES EVOLUTIVAS - MANUFACTURING |***| PB1230.1 - PROV.MANUTENÇÕES EVOLUTIVAS INDUSTRIAL |***| {,EVOLUTIVAS} |***| 1
NAO ENCONTROU MATCH |***| PB1230.2 - FAUT-REQ-000487 - PMS COPIA BANCO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1230.3 - 0053700012 - SERVIÇO DE MANUTENÇAÕ EVOLU |***| [] |***| 0
PB1230.1 - [ME] MANUTENÇÕES EVOLUTIVAS - MANUFACTURING |***| PB1230.4 - PROV.MANUTENÇÕES EVOLUTIVAS INDUSTRIAL |***| {,EVOLUTIVAS} |***| 1
NAO ENCONTROU MATCH |***| PB1230.5 - PEP PB1230 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1231.1 - 0800017087-HSI INFORMATICA INDU-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1231.2 - 0800017087-HSI INFORMATICA INDU-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1231.3 - 0053700028 - LICENCAS DE USO SOFTWARE - |***| [] |***| 0
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.4 - PROV.MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR |***| {,SW} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.5 - PROV.MANUTENÇÃO SW PAMSTAMP  1/12 |***| {,SW} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.6 - PROV.MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR |***| {,SW} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.7 - PROV.MANUTENÇÃO SW PAMSTAMP  2/12 |***| {,SW} |***| 1
PB1231.4 - [LICENSE] MAINTENANCE TICON |***| PB1231.8 - PROV.SW TICON 1/12 |***| {,TICON} |***| 1
PB1231.3 - [LICENSE] MAINTENANCE TCM / NX / PROCESS (MANUFACTURING) |***| PB1231.9 - PROV.MANT SW TCM SIEMEN PLM 1/12 |***| {,TCM} |***| 1
PB1231.10 - [LICENSE] MAINTENANCE CATIA V5 - HYBRID DESIGN 2 |***| PB1231.10 - PROV.CATIA V5 HYBRID DESIGN 1/12 |***| {,HYBRIDDESIGNV5} |***| 3
PB1231.6 - [LICENSE] MAINTENANCE TRAKSYS - POWERTRAIN |***| PB1231.11 - MANUTENÇÃO SOFTWARE TRAKSYS HSI - 10/12 |***| {,TRAKSYS} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.12 - MANUTENÇÃO AUTOCAD E AUTODESK - 8/12 |***| {,AUTOCADAUTODESK} |***| 2
PB1231.8 - [LICENSE] MAINTENANCE SW ZEBRA MONTAGEM FINAL (GENERAL SOUTH) |***| PB1231.13 - MANUTENÇÃO HW MONTAGEM FINAL (GENERAL SO |***| {,MONTAGEM(GENERALFINAL} |***| 3
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.14 - MANUTENÇÃO SW CITRIX - 9/12 |***| {,SW} |***| 1
PB1231.2 - [LICENSE] MAINTENANCE OSS JDA |***| PB1231.15 - MANUTENÇÃO SW OSS - 10/12 |***| {,OSS} |***| 1
PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK |***| PB1231.16 - MANUTENÇÃO SW EPLAN  - 3/12 |***| {,SW} |***| 1
NAO ENCONTROU MATCH |***| PB1231.17 - MANUT. AUTODESKPRODDESIGN - 4/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1231.18 - PEP PB1231 |***| [] |***| 0
PB1232.10 - [TRAKSYS] AMS - SERVIÇOS DE SUPORTE CUSTOMIZADOS (CSS) TRAKSYS POWERTRAIN |***| PB1232.1 - PROV. ENGINEERING - SUPORTE AMS UTE DIGI |***| {,AMSSUPORTE} |***| 2
NAO ENCONTROU MATCH |***| PB1232.2 - PROV. REPLY - MANUTENÇÃO SISTEMAS MANUFA |***| [] |***| 0
PB1232.14 - [UTE] AMS INTERFACES UTE DIGITAL X GEMAP |***| PB1232.3 - AMS - SUPORTE UTE DIGITAL |***| {,AMSUTEDIGITAL} |***| 3
PB1232.2 - [SRS / PMS / SACM / SIC] AMS |***| PB1232.4 -  RENOVAÇÃO AMS IMSYSTEM |***| {,AMS} |***| 1
PB1232.8 - [IMSYSTEM] AMS - PERDAS PROD. MÃO DE OBRA |***| PB1232.5 - 0053700011 - SERV DE MANUTENCAO CORRETIV |***| {,DE} |***| 1
PB1232.10 - [TRAKSYS] AMS - SERVIÇOS DE SUPORTE CUSTOMIZADOS (CSS) TRAKSYS POWERTRAIN |***| PB1232.6 - PROV. ENGINEERING - SUPORTE AMS UTE DIGI |***| {,AMSSUPORTE} |***| 2
NAO ENCONTROU MATCH |***| PB1232.7 - PROV. REPLY - MANUTENÇÃO SISTEMAS MANUFA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1232.8 - PROV. ENGINEERING - PROFESSIONAL SERVICE |***| [] |***| 0
PB1232.10 - [TRAKSYS] AMS - SERVIÇOS DE SUPORTE CUSTOMIZADOS (CSS) TRAKSYS POWERTRAIN |***| PB1232.9 - PROV. STEFANINI - SUPORTE TCM METODOLOGI |***| {,SUPORTE} |***| 1
PB1232.11 - [SGF] AMS - SISTEMA DE GESTÃO DE FERRAMENTAS |***| PB1232.10 - PROV. HSI - GESTÃO DO SISTEMA TRAKSYS (C |***| {,GESTÃOSISTEMA} |***| 2
PB1232.11 - [SGF] AMS - SISTEMA DE GESTÃO DE FERRAMENTAS |***| PB1232.11 - PROV. GTON - SGF - SISTEMA DE GESTÃO DE |***| {,DEGESTÃOSISTEMA} |***| 3
PB1232.2 - [SRS / PMS / SACM / SIC] AMS |***| PB1232.12 - OSS - IDC - AMS SHARE SERVICES - 5/6 |***| {,AMS} |***| 1
NAO ENCONTROU MATCH |***| PB1232.13 - PEP PB1232 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1233.7 - PEP PB1233 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1235.1 - PROV. FÁCIL INFORMÁTICA - LICENCIAMENTO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1235.2 - PROV. FÁCIL INFORMÁTICA - LICENCIAMENTO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1235.3 - PEP PB1235 |***| [] |***| 0
PB1238.1 - MANUTENÇÃO SOFTWARE AUTOLAB GESTÃO DE LABORATÓRIOS |***| PB1238.1 - PROV.SUP TÉC E MANT AUTOLAB 1/12 |***| {,AUTOLAB} |***| 1
PB1238.3 - MANUTENÇÃO SOFTWARE DEALERNET - OFICINA ASSISTENCIAL |***| PB1238.2 - MANUTENÇÃO SW SAS - 7/12 |***| {,MANUTENÇÃOSW} |***| 2
NAO ENCONTROU MATCH |***| PB1238.3 - PEP PB1238 |***| [] |***| 0
PB1239.5 - AMS QDA9 - CALIBRATION TOOLS FAASA |***| PB1239.1 - AMS - ANALISTA DESENVOLVEDOR SE |***| {,AMS} |***| 1
NAO ENCONTROU MATCH |***| PB1239.2 - ANALISE DE SISTEMAS - MEDIA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1239.3 - TRANSF. ICT ACERTO REPLY CONTA CONTABIL |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1239.4 - TRANSF. ICT ACERTO REPLY CONTA CONTABIL |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1239.5 - PROV. REPLY - PROFESSIONAL SERVICES - JA |***| [] |***| 0
PB1239.5 - AMS QDA9 - CALIBRATION TOOLS FAASA |***| PB1239.6 - AMS QDA-9 - CALIBR INSTRUMENTOS  - 10/12 |***| {,AMS} |***| 1
NAO ENCONTROU MATCH |***| PB1239.7 - CLOUD SERVICES - DEALERNET WORKFLOW - 6/ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1239.8 - PEP PB1239 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1240.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1240.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
PB1240.4 - ICT PER QUALITY |***| PB1240.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| {,ICT} |***| 1
NAO ENCONTROU MATCH |***| PB1240.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1240.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1240.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1240.7 - PEP PB1240 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1241.1 - 0800000851-CH TECNOLOGIA LTDA E-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1241.2 - 0800000851-CH TECNOLOGIA LTDA E-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1241.3 - GESTÃO RECUP.PCS MATS CODINS |***| [] |***| 0
PB1241.2 - MANUTENÇÃO DISPOSITIVO DE CONTROLE DE PONTO E ACESSO |***| PB1241.4 - PROV. CH TECH - MANUTENÇÃO DISPOSITIVO D |***| {,MANUTENÇÃODISPOSITIVO} |***| 2
NAO ENCONTROU MATCH |***| PB1241.5 - PEP PB1241 |***| [] |***| 0
PB1242.2 - MANUTENÇÕES EVOLUTIVAS EXTRA BUDGET  (TRANSFERÊNCIA VERBA) |***| PB1242.1 - PROV.MANUTENÇÕES EVOLUTIVAS RECURSOS HUM |***| {,EVOLUTIVAS} |***| 1
PB1242.2 - MANUTENÇÕES EVOLUTIVAS EXTRA BUDGET  (TRANSFERÊNCIA VERBA) |***| PB1242.2 - PROV.MANUTENÇÕES EVOLUTIVAS RECURSOS HUM |***| {,EVOLUTIVAS} |***| 1
PB1243.2 -  MANUTENÇÃO SOFTWARE VETORH |***| PB1243.1 - PROV. SÊNIOR - LICENÇA DE SW - VETOR RH |***| {,SW} |***| 1
NAO ENCONTROU MATCH |***| PB1243.2 - PEP PB1243 |***| [] |***| 0
PB1244.2 - AMS VETORH |***| PB1244.1 - PROV. SÊNIOR - AMS VETOR RH - DEZEMBRO/1 |***| {,AMS} |***| 1
PB1244.2 - AMS VETORH |***| PB1244.2 - PROV. SÊNIOR - AMS VETOR RH - DEZEMBRO/1 |***| {,AMS} |***| 1
PB1244.2 - AMS VETORH |***| PB1244.3 - PROV. BHTEC - AMS INTERATIVA - JANEIRO/1 |***| {,AMS} |***| 1
NAO ENCONTROU MATCH |***| PB1244.4 - PEP PB1244 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1245.6 - PEP PB1245 |***| [] |***| 0
PB1247.1 - MANUTENÇÕES EVOLUTIVAS |***| PB1247.1 - PROV.MANUTENÇÕES EVOLUTIVAS SUPPLY CHAIN |***| {,EVOLUTIVAS} |***| 1
PB1247.1 - MANUTENÇÕES EVOLUTIVAS |***| PB1247.2 - PROV.MANUTENÇÕES EVOLUTIVAS SUPPLY CHAIN |***| {,EVOLUTIVAS} |***| 1
PB1248.4 - MANUTENÇÃO SOFTWARE POWERDESIGNER (FERRAMENTA CASE) |***| PB1248.1 - PROV.MANUTENÇÃO SW POWERDESIGNER 5/12 |***| {,SWPOWERDESIGNER} |***| 2
PB1248.4 - MANUTENÇÃO SOFTWARE POWERDESIGNER (FERRAMENTA CASE) |***| PB1248.2 - PROV.MANUTENÇÃO SW POWERDESIGNER 6/12 |***| {,SWPOWERDESIGNER} |***| 2
NAO ENCONTROU MATCH |***| PB1248.3 - PROV.ENGEMAN SUP E UPGRADE |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1248.4 - PEP PB1248 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1249.1 - ANALISE NEGOCIOS PROCESSOS - ME |***| [] |***| 0
PB1249.80 - AMS IRF TRACK & TRACE |***| PB1249.2 - SUPORTE GLOBAL AMS |***| {,AMS} |***| 1
PB1249.4 - SERVIÇOS DE TRANSMISSÃO DE ARQUIVOS CAD (PROJETO E-SUPPLY) |***| PB1249.3 - TRANSF. ICT GERENCIA DE PROJETOS REPLY S |***| {,DE} |***| 1
PB1249.4 - SERVIÇOS DE TRANSMISSÃO DE ARQUIVOS CAD (PROJETO E-SUPPLY) |***| PB1249.4 - PROV. DI2S - SERVIÇOS DE TRANSMISSÃO DE |***| {,DESERVIÇOSTRANSMISSÃO} |***| 3
PB1249.4 - SERVIÇOS DE TRANSMISSÃO DE ARQUIVOS CAD (PROJETO E-SUPPLY) |***| PB1249.5 - PROV. DI2S - SERVIÇOS DE TRANSMISSÃO DE |***| {,DESERVIÇOSTRANSMISSÃO} |***| 3
PB1249.4 - SERVIÇOS DE TRANSMISSÃO DE ARQUIVOS CAD (PROJETO E-SUPPLY) |***| PB1249.6 - PROV. DI2S - SERVIÇOS DE TRANSMISSÃO DE |***| {,DESERVIÇOSTRANSMISSÃO} |***| 3
PB1249.6 - AMS STARS AND ELEEN |***| PB1249.7 - PROV. TCS - AMS STARS E E-LEEN - JANEIRO |***| {,AMSSTARS} |***| 2
NAO ENCONTROU MATCH |***| PB1249.8 - PEP PB1249 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1250.7 - PEP PB1250 |***| [] |***| 0
PB1257.1 - MANUTENÇÕES EVOLUTIVAS |***| PB1257.1 - PROV.MANUTENÇÕES EVOLUTIVAS ICT |***| {,EVOLUTIVAS} |***| 1
PB1257.1 - MANUTENÇÕES EVOLUTIVAS |***| PB1257.2 - PROV.MANUTENÇÕES EVOLUTIVAS ICT |***| {,EVOLUTIVAS} |***| 1
NAO ENCONTROU MATCH |***| PB1259.1 - 0800020771-CIET SOFTWARE S A-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1259.2 - 0800020771-CIET SOFTWARE S A-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1259.3 - PROV. IBM - TRUE-UP MANUFACTURING ITO - |***| [] |***| 0
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.4 - PROV. IBM - ON-GOING PROJETOS DIVERSOS |***| {,ON-GOINGPROJETOS} |***| 2
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.5 - ICT TIME & MATERIAL: SISTEMAS & TECNOLOG |***| {,ICT} |***| 1
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.6 - ICT TIME & MATERIAL: SISTEMAS & TECNOLOG |***| {,ICT} |***| 1
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.7 - GERENCIA DE PROJETOS ICT |***| {,PROJETOSICT} |***| 2
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.8 - GERENCIA DE PROJETOS ICT |***| {,PROJETOSICT} |***| 2
NAO ENCONTROU MATCH |***| PB1259.9 - 0053700013 - SERVIÇO MANUT EVOLUTIVA - S |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1259.10 - 0053700013 - SERVIÇO MANUT EVOLUTIVA - S |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1259.11 - SUPORTE SAP BAISIS |***| [] |***| 0
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.12 - TRANSF. ICT JFOX |***| {,ICT} |***| 1
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.13 - TRANSF. ICT GERENCIA DE PROJETOS REPLY S |***| {,PROJETOSICT} |***| 2
NAO ENCONTROU MATCH |***| PB1259.14 - PROV. IBM - TRUE-UP MANUFACTURING ITO - |***| [] |***| 0
PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT |***| PB1259.15 - PROV. IBM - ON-GOING PROJETOS DIVERSOS |***| {,ON-GOINGPROJETOS} |***| 2
NAO ENCONTROU MATCH |***| PB1259.16 - PEP PB1259 |***| [] |***| 0
PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX |***| PB1261.1 - PROV. DELOITTE - ELABORACAO CONTROLE SOX |***| {,SOX} |***| 1
PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX |***| PB1261.2 - PROV. IBM - ANALISTA DE SUPORTE PARA SOX |***| {,SOXDESUPORTEPARA} |***| 4
PB1344.2 - SERVIÇOS DE CONTROLE DE ACESSO CENTRALIZADO |***| PB1261.3 - PROV. STEFANINI - GESTÃO DE ACESSO - DEZ |***| {,DEACESSO} |***| 2
PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX |***| PB1261.4 - ANALISTA DE SUPORTE PARA SOX |***| {,SOXDESUPORTEPARA} |***| 4
PB1344.2 - SERVIÇOS DE CONTROLE DE ACESSO CENTRALIZADO |***| PB1261.5 - TRANSF. ICT CONTROLE DE ACESSO CENTRALIZ |***| {,CONTROLEDEACESSO} |***| 3
PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX |***| PB1261.6 - PROV. DELOITTE - ELABORACAO CONTROLE SOX |***| {,SOX} |***| 1
PB1349.2 - SYMANTEC ENDPOINT PROTECTION |***| PB1261.7 - MANUTENÇÃO ANTIVIRUS SYMANTEC - 9/12 |***| {,SYMANTEC} |***| 1
PB1343.1 - MANUTENÇÃO DE SW AUTOSEG |***| PB1261.8 - MANUTENÇÃO SW AUTOSEG - 6/12 |***| {,MANUTENÇÃOAUTOSEGSW} |***| 3
NAO ENCONTROU MATCH |***| PB1261.9 - PEP PB1261 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1263.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1263.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1263.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1263.4 - TRANSF. ICT ESTORNO ITÁLIA 2016 E 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1263.5 - PEP PB1263 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1265.1 - PROV.MANUTENÇÕES EVOLUTIVAS BI |***| [] |***| 0
NAO EXISTE TM1 |***| PB1265.2 - PROV.MANUTENÇÕES EVOLUTIVAS BI |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1266.1 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1266.2 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1266.3 - PROV. AÇÃO INFORMÁTICA - LICENÇA TM1 - D |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1266.4 - LICENÇA TM1 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1266.5 - PROV. AÇÃO INFORMÁTICA - LICENÇA TM1 - J |***| [] |***| 0
PB1266.3 - MANUTENÇÃO SOFTWARE SUITE QLIKVIEW |***| PB1266.6 - MANUT. LINCENÇA QLIKVIEW - 2/12 |***| {,QLIKVIEW} |***| 1
PB1266.2 - MANUTENÇÃO SOFTWARE IBM - COGNOS E DATASTAGE |***| PB1266.7 - MANT SW ELA IBM  - 4/12 |***| {,SWIBM} |***| 2
NAO ENCONTROU MATCH |***| PB1266.8 - PEP PB1266 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1267.1 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
PB1267.3 - SUPORTE E MANUTENÇÃO DE APLICAÇÕES BI |***| PB1267.2 - PROV. CORE SYSNESIS- SUPORTE E MANUTENÇÃ |***| {,SUPORTE} |***| 2
NAO ENCONTROU MATCH |***| PB1267.3 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1267.4 - PEP PB1267 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1268.7 - PEP PB1268 |***| [] |***| 0
PB1269.1 - MANUTENÇÃO HARDWARE (P770) |***| PB1269.1 - PROV. IBM - MANUTENÇÃO DE HARDWARE SAP - |***| {,HARDWAREMANUTENÇÃO} |***| 2
NAO ENCONTROU MATCH |***| PB1269.2 - TRANSF. ICT MANUT HW SAP |***| [] |***| 0
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.1 - 0800005455-ACCENTURE DO BRASIL-EM- |***| {,DO} |***| 1
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.2 - 0800005455-ACCENTURE DO BRASIL-EM- |***| {,DO} |***| 1
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.3 - 0800005455-ACCENTURE DO BRASIL-EM-05.12. |***| {,DO} |***| 1
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.4 - 0800005455-ACCENTURE DO BRASIL-EM-05.12. |***| {,DO} |***| 1
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.5 - 0800005455-ACCENTURE DO BRASIL-EM-05.12. |***| {,DO} |***| 1
PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE |***| PB1272.6 - 0800005455-ACCENTURE DO BRASIL-EM-05.12. |***| {,DO} |***| 1
